sprint_id,team_size,sprint_duration_weeks,velocity,defect_rate,req_change_count,team_sentiment,timezone_offset_hours,fixed_price_contract,unproven_tech_flag,budget_burn_percent,is_high_risk,velocity_trend,defect_trend,timezone_risk_score,budget_constraint
SPRINT_0530,7,1,30.5,0.088,0,2.9,7,1,0,15.1,0,-3.1,-0.045,1,0
SPRINT_0531,5,1,20.3,0.151,2,4.4,7,0,0,15.2,0,-0.5,0.008,1,0
SPRINT_0532,5,1,33.2,0.328,4,1.7,6,1,0,32.9,0,-0.1,0.041,1,0
SPRINT_0533,7,1,12.8,0.117,0,2.1,8,1,0,5.4,0,3.1,-0.032,1,0
SPRINT_0534,6,1,30.6,0.162,3,2.5,6,1,1,18.2,1,-4.0,-0.049,1,0
SPRINT_0535,5,1,28.2,0.18,1,3.9,8,1,1,96.5,1,-0.7,0.031,1,1
SPRINT_0536,3,2,28.0,0.182,1,3.6,5,0,1,42.8,0,1.3,-0.042,0,1
SPRINT_0537,3,1,30.0,0.234,1,2.9,6,0,0,63.2,0,-2.8,-0.009,1,1
SPRINT_0538,4,2,27.8,0.333,3,4.0,8,1,0,72.6,1,1.3,0.018,1,1
SPRINT_0539,5,2,24.3,0.122,0,3.5,6,1,0,36.7,0,4.2,-0.026,1,0
SPRINT_0540,6,1,11.4,0.086,3,4.5,6,1,1,14.7,1,5.0,-0.042,1,0
SPRINT_0541,7,2,8.8,0.109,1,4.2,8,1,0,20.7,0,-4.7,0.027,1,0
SPRINT_0542,7,2,31.9,0.316,4,2.3,8,1,1,31.3,1,-2.6,0.013,1,0
SPRINT_0543,6,2,24.0,0.244,2,2.4,4,1,1,63.6,0,-1.9,0.049,0,1
SPRINT_0544,8,2,28.7,0.136,3,1.9,6,1,1,39.8,0,-1.0,-0.016,1,0
SPRINT_0545,4,1,20.5,0.295,3,2.6,7,1,1,0.7,1,-2.6,-0.044,1,0
SPRINT_0546,7,2,11.1,0.308,0,4.8,6,0,0,52.3,0,-3.0,0.023,1,1
SPRINT_0547,5,1,11.3,0.304,0,2.8,6,0,1,92.2,0,4.5,0.002,1,1
SPRINT_0548,4,2,25.8,0.326,3,2.2,8,0,0,81.2,0,4.2,-0.029,1,1
SPRINT_0549,5,2,19.2,0.126,1,4.0,6,1,1,82.5,1,-4.5,0.028,1,1
SPRINT_0550,3,1,13.2,0.277,2,3.3,6,1,0,79.5,0,-1.6,-0.03,1,1
SPRINT_0551,4,2,20.8,0.188,0,2.0,7,1,0,32.4,0,-0.9,-0.024,1,0
SPRINT_0552,7,2,9.7,0.303,1,2.8,8,0,1,76.5,0,-2.6,-0.041,1,1
SPRINT_0553,4,2,23.1,0.269,4,2.9,6,1,1,14.3,1,1.3,-0.01,1,0
SPRINT_0554,4,1,15.0,0.283,0,4.0,5,0,1,65.8,0,1.4,-0.008,0,1
SPRINT_0555,4,2,28.7,0.247,1,1.6,4,1,0,64.2,0,3.5,0.001,0,1
SPRINT_0556,8,1,16.1,0.103,1,2.4,7,0,1,2.6,0,2.4,0.021,1,0
SPRINT_0557,4,2,19.8,0.214,2,3.2,6,0,1,78.8,0,0.4,0.041,1,1
SPRINT_0558,5,1,8.3,0.345,2,2.4,5,0,0,90.3,0,1.5,-0.036,0,1
SPRINT_0559,3,1,9.9,0.331,4,3.6,6,1,1,26.7,1,-2.3,-0.045,1,0
SPRINT_0560,6,2,18.2,0.063,1,3.1,6,0,0,81.2,0,0.9,-0.048,1,1
SPRINT_0561,4,2,20.5,0.099,1,2.7,8,1,1,8.2,0,-0.1,-0.036,1,0
SPRINT_0562,7,1,23.6,0.09,2,4.6,8,1,0,60.0,0,-3.7,0.016,1,1
SPRINT_0563,4,1,15.6,0.268,0,3.6,8,1,0,48.6,0,-2.6,0.023,1,1
SPRINT_0564,7,2,26.1,0.295,0,1.9,5,1,1,54.6,0,-2.1,0.029,0,1
SPRINT_0565,5,1,30.4,0.114,3,3.3,6,1,0,92.6,0,4.2,-0.026,1,1
SPRINT_0566,7,2,28.3,0.202,2,4.1,4,0,1,87.1,0,-2.7,-0.019,0,1
SPRINT_0567,6,2,9.0,0.302,3,3.8,7,1,1,78.5,1,-2.1,-0.002,1,1
SPRINT_0568,3,2,20.5,0.27,2,2.1,8,1,0,27.4,0,-1.3,-0.044,1,0
SPRINT_0569,7,2,10.7,0.213,4,4.7,8,1,1,91.2,1,1.6,0.011,1,1
SPRINT_0570,7,1,14.3,0.227,1,3.0,6,1,0,9.8,0,-3.8,0.048,1,0
SPRINT_0571,3,2,33.7,0.203,4,2.0,6,1,0,85.3,0,4.5,-0.014,1,1
SPRINT_0572,6,1,11.7,0.139,2,2.1,5,0,0,32.8,0,3.7,0.025,0,0
SPRINT_0573,4,2,21.0,0.22,1,1.8,5,0,0,5.4,0,0.8,0.0,0,0
SPRINT_0574,7,1,24.1,0.257,0,4.2,8,1,0,66.9,0,1.7,-0.037,1,1
SPRINT_0575,3,2,26.3,0.312,0,1.9,6,0,0,23.1,0,-4.8,0.008,1,0
SPRINT_0576,5,1,22.6,0.241,3,1.9,4,0,0,24.4,0,-1.6,-0.02,0,0
SPRINT_0577,3,1,8.3,0.278,2,4.3,7,1,0,30.6,1,3.0,-0.047,1,0
SPRINT_0578,5,2,16.5,0.098,2,2.6,6,0,1,6.4,0,-4.2,0.013,1,0
SPRINT_0579,6,2,21.5,0.188,0,1.6,6,1,1,17.7,0,-2.2,0.036,1,0
SPRINT_0580,4,2,10.3,0.053,4,1.7,5,0,0,0.5,0,0.9,-0.016,0,0
SPRINT_0581,3,2,17.1,0.124,1,2.0,7,0,1,44.5,0,-2.4,-0.011,1,1
SPRINT_0582,8,1,8.9,0.268,4,2.2,8,0,1,8.4,1,4.3,0.039,1,0
SPRINT_0583,7,2,10.0,0.348,4,3.7,6,1,1,68.3,1,-3.7,0.031,1,1
SPRINT_0584,6,1,18.3,0.08,0,2.0,8,0,1,23.6,0,3.0,0.021,1,0
SPRINT_0585,3,1,11.5,0.17,0,1.9,6,0,1,94.4,0,0.1,-0.025,1,1
SPRINT_0586,7,2,22.8,0.29,0,4.0,8,1,1,87.1,1,2.5,0.041,1,1
SPRINT_0587,3,1,25.9,0.111,3,3.7,7,1,0,28.9,0,-1.9,-0.035,1,0
SPRINT_0588,5,1,28.8,0.217,4,2.9,5,0,1,78.3,0,0.1,0.013,0,1
SPRINT_0589,3,1,13.2,0.27,2,3.3,7,1,1,80.3,1,3.6,-0.047,1,1
SPRINT_0590,8,1,12.4,0.235,1,2.5,4,0,1,98.7,0,-0.3,0.014,0,1
SPRINT_0591,3,2,10.7,0.106,3,3.1,5,0,1,59.8,0,-1.4,-0.022,0,1
SPRINT_0592,3,2,24.5,0.157,2,3.2,7,1,0,8.2,0,0.4,-0.005,1,0
SPRINT_0593,8,2,26.4,0.285,4,2.8,4,1,0,64.7,0,2.2,-0.015,0,1
SPRINT_0594,6,2,8.8,0.216,0,4.5,6,1,0,62.5,0,-0.6,-0.033,1,1
SPRINT_0595,3,1,32.3,0.052,4,1.6,6,0,0,63.8,0,4.4,0.012,1,1
SPRINT_0596,8,1,9.4,0.278,1,4.1,8,1,1,30.7,1,-2.1,0.038,1,0
SPRINT_0597,7,2,22.1,0.061,3,1.9,5,0,0,86.0,0,-0.2,0.046,0,1
SPRINT_0598,5,2,26.4,0.274,3,4.1,6,1,0,95.9,1,2.6,-0.031,1,1
SPRINT_0599,5,2,30.6,0.111,1,3.5,5,0,0,21.8,0,1.9,0.022,0,0
